"PPN","batch","pollingplace"
56,3056010,"Griffith"
56,3056011,"Griffith"
56,3056012,"Griffith"
56,3056013,"Griffith"
56,3056014,"Griffith"
56,3056015,"Griffith"
56,3056998,"Griffith"
56,3056999,"Griffith"
56,4056001,"Griffith"
56,4056998,"Griffith"
56,5056001,"Griffith"
56,5056998,"Griffith"
57,1057001,"Holder"
57,3057001,"Holder"
57,3057998,"Holder"
57,4057001,"Holder"
57,4057002,"Holder"
57,4057003,"Holder"
57,4057004,"Holder"
57,4057005,"Holder"
57,4057006,"Holder"
57,4057007,"Holder"
57,4057008,"Holder"
57,4057009,"Holder"
57,4057010,"Holder"
57,4057011,"Holder"
57,4057012,"Holder"
57,4057013,"Holder"
57,4057014,"Holder"
57,4057015,"Holder"
57,4057016,"Holder"
57,4057017,"Holder"
57,4057018,"Holder"
57,4057019,"Holder"
57,4057020,"Holder"
57,4057998,"Holder"
57,4057999,"Holder"
58,1058001,"Hughes"
58,1058998,"Hughes"
58,3058001,"Hughes"
58,3058998,"Hughes"
58,4058001,"Hughes"
58,4058002,"Hughes"
58,4058003,"Hughes"
58,4058004,"Hughes"
58,4058005,"Hughes"
58,4058006,"Hughes"
58,4058007,"Hughes"
58,4058008,"Hughes"
58,4058009,"Hughes"
58,4058010,"Hughes"
58,4058011,"Hughes"
58,4058012,"Hughes"
58,4058013,"Hughes"
58,4058014,"Hughes"
58,4058015,"Hughes"
58,4058016,"Hughes"
58,4058998,"Hughes"
58,4058999,"Hughes"
59,1059001,"Lyneham"
59,1059998,"Lyneham"
59,2059001,"Lyneham"
59,2059998,"Lyneham"
59,3059001,"Lyneham"
59,3059002,"Lyneham"
59,3059003,"Lyneham"
59,3059004,"Lyneham"
59,3059005,"Lyneham"
59,3059006,"Lyneham"
59,3059007,"Lyneham"
59,3059008,"Lyneham"
59,3059009,"Lyneham"
59,3059010,"Lyneham"
59,3059011,"Lyneham"
59,3059012,"Lyneham"
59,3059013,"Lyneham"
59,3059014,"Lyneham"
59,3059015,"Lyneham"
59,3059016,"Lyneham"
59,3059017,"Lyneham"
59,3059018,"Lyneham"
59,3059019,"Lyneham"
59,3059020,"Lyneham"
59,3059021,"Lyneham"
59,3059022,"Lyneham"
59,3059023,"Lyneham"
59,3059024,"Lyneham"
59,3059025,"Lyneham"
59,3059026,"Lyneham"
59,3059027,"Lyneham"
59,3059028,"Lyneham"
59,3059029,"Lyneham"
59,3059030,"Lyneham"
59,3059031,"Lyneham"
59,3059998,"Lyneham"
59,3059999,"Lyneham"
59,4059001,"Lyneham"
59,4059998,"Lyneham"
59,5059001,"Lyneham"
59,5059998,"Lyneham"
60,1060001,"Lyons"
60,3060001,"Lyons"
60,3060999,"Lyons"
60,4060001,"Lyons"
60,4060002,"Lyons"
60,4060003,"Lyons"
60,4060004,"Lyons"
60,4060005,"Lyons"
60,4060006,"Lyons"
60,4060007,"Lyons"
60,4060008,"Lyons"
60,4060009,"Lyons"
60,4060010,"Lyons"
60,4060998,"Lyons"
61,1061001,"Barton"
61,1061998,"Barton"
61,2061001,"Barton"
61,2061998,"Barton"
61,3061001,"Barton"
61,3061002,"Barton"
61,3061003,"Barton"
61,3061004,"Barton"
61,3061005,"Barton"
61,3061006,"Barton"
61,3061007,"Barton"
61,3061008,"Barton"
61,3061009,"Barton"
61,3061010,"Barton"
61,3061011,"Barton"
61,3061012,"Barton"
61,3061013,"Barton"
61,3061014,"Barton"
61,3061015,"Barton"
61,3061016,"Barton"
61,3061017,"Barton"
61,3061018,"Barton"
61,3061019,"Barton"
61,3061020,"Barton"
61,3061021,"Barton"
61,3061022,"Barton"
61,3061023,"Barton"
61,3061024,"Barton"
61,3061998,"Barton"
61,4061001,"Barton"
61,4061998,"Barton"
61,4061999,"Barton"
61,5061001,"Barton"
61,5061998,"Barton"
62,1062001,"Mawson"
62,1062998,"Mawson"
62,2062001,"Mawson"
62,2062998,"Mawson"
62,3062001,"Mawson"
62,3062999,"Mawson"
62,4062001,"Mawson"
62,4062002,"Mawson"
62,4062003,"Mawson"
62,4062004,"Mawson"
62,4062005,"Mawson"
62,4062006,"Mawson"
62,4062007,"Mawson"
62,4062008,"Mawson"
62,4062009,"Mawson"
62,4062010,"Mawson"
62,4062011,"Mawson"
62,4062012,"Mawson"
62,4062013,"Mawson"
62,4062014,"Mawson"
62,4062015,"Mawson"
62,4062016,"Mawson"
62,4062017,"Mawson"
62,4062018,"Mawson"
62,4062019,"Mawson"
62,4062998,"Mawson"
63,1063001,"Narrabundah"
63,1063998,"Narrabundah"
63,2063001,"Narrabundah"
63,2063998,"Narrabundah"
63,3063001,"Narrabundah"
63,3063002,"Narrabundah"
63,3063003,"Narrabundah"
63,3063004,"Narrabundah"
63,3063005,"Narrabundah"
63,3063006,"Narrabundah"
63,3063007,"Narrabundah"
63,3063008,"Narrabundah"
63,3063009,"Narrabundah"
63,3063010,"Narrabundah"
63,3063011,"Narrabundah"
63,3063012,"Narrabundah"
63,3063013,"Narrabundah"
63,3063014,"Narrabundah"
63,3063015,"Narrabundah"
63,3063016,"Narrabundah"
63,3063998,"Narrabundah"
63,3063999,"Narrabundah"
63,4063001,"Narrabundah"
63,5063001,"Narrabundah"
63,5063998,"Narrabundah"
64,1064001,"Oaks Estate"
64,1064998,"Oaks Estate"
64,3064001,"Oaks Estate"
64,3064002,"Oaks Estate"
64,3064998,"Oaks Estate"
64,4064001,"Oaks Estate"
64,4064998,"Oaks Estate"
65,1065001,"Palmerston"
65,1065998,"Palmerston"
65,2065001,"Palmerston"
65,2065998,"Palmerston"
65,3065001,"Palmerston"
65,3065998,"Palmerston"
65,3065999,"Palmerston"
65,5065001,"Palmerston"
65,5065002,"Palmerston"
65,5065003,"Palmerston"
65,5065004,"Palmerston"
65,5065005,"Palmerston"
65,5065006,"Palmerston"
65,5065007,"Palmerston"
65,5065008,"Palmerston"
65,5065009,"Palmerston"
65,5065010,"Palmerston"
65,5065011,"Palmerston"
65,5065012,"Palmerston"
65,5065013,"Palmerston"
65,5065014,"Palmerston"
65,5065015,"Palmerston"
65,5065016,"Palmerston"
65,5065017,"Palmerston"
65,5065018,"Palmerston"
65,5065019,"Palmerston"
65,5065020,"Palmerston"
65,5065021,"Palmerston"
65,5065022,"Palmerston"
65,5065023,"Palmerston"
65,5065024,"Palmerston"
65,5065025,"Palmerston"
65,5065998,"Palmerston"
65,5065999,"Palmerston"
66,1066001,"Red Hill"
66,1066998,"Red Hill"
66,2066001,"Red Hill"
66,2066998,"Red Hill"
66,3066001,"Red Hill"
66,3066002,"Red Hill"
66,3066003,"Red Hill"
66,3066004,"Red Hill"
66,3066005,"Red Hill"
66,3066006,"Red Hill"
66,3066007,"Red Hill"
66,3066008,"Red Hill"
66,3066009,"Red Hill"
66,3066010,"Red Hill"
66,3066011,"Red Hill"
66,3066012,"Red Hill"
66,3066013,"Red Hill"
66,3066014,"Red Hill"
66,3066015,"Red Hill"
66,3066016,"Red Hill"
66,3066017,"Red Hill"
66,3066018,"Red Hill"
66,3066019,"Red Hill"
66,3066020,"Red Hill"
66,3066021,"Red Hill"
66,3066022,"Red Hill"
66,3066998,"Red Hill"
66,3066999,"Red Hill"
66,4066001,"Red Hill"
66,4066998,"Red Hill"
66,5066001,"Red Hill"
69,2069001,"Turner"
69,2069998,"Turner"
69,3069001,"Turner"
69,3069002,"Turner"
69,3069003,"Turner"
69,3069004,"Turner"
69,3069005,"Turner"
69,3069006,"Turner"
69,3069007,"Turner"
69,3069008,"Turner"
69,3069009,"Turner"
69,3069010,"Turner"
69,3069011,"Turner"
69,3069012,"Turner"
69,3069013,"Turner"
69,3069014,"Turner"
69,3069015,"Turner"
69,3069016,"Turner"
69,3069017,"Turner"
69,3069018,"Turner"
69,3069019,"Turner"
69,3069020,"Turner"
69,3069998,"Turner"
69,3069999,"Turner"
69,4069001,"Turner"
69,4069998,"Turner"
69,5069001,"Turner"
71,1071001,"Waramanga"
71,1071998,"Waramanga"
71,3071001,"Waramanga"
71,4071001,"Waramanga"
71,4071002,"Waramanga"
71,4071003,"Waramanga"
71,4071004,"Waramanga"
71,4071005,"Waramanga"
71,4071006,"Waramanga"
71,4071007,"Waramanga"
71,4071008,"Waramanga"
71,4071009,"Waramanga"
71,4071010,"Waramanga"
71,4071011,"Waramanga"
71,4071012,"Waramanga"
71,4071013,"Waramanga"
71,4071014,"Waramanga"
71,4071015,"Waramanga"
71,4071016,"Waramanga"
71,4071017,"Waramanga"
71,4071018,"Waramanga"
71,4071019,"Waramanga"
71,4071020,"Waramanga"
71,4071021,"Waramanga"
71,4071022,"Waramanga"
71,4071998,"Waramanga"
71,4071999,"Waramanga"
72,1072001,"Watson"
72,1072998,"Watson"
72,2072001,"Watson"
72,2072998,"Watson"
72,3072001,"Watson"
72,3072002,"Watson"
72,3072003,"Watson"
72,3072004,"Watson"
72,3072005,"Watson"
72,3072006,"Watson"
72,3072007,"Watson"
72,3072008,"Watson"
72,3072009,"Watson"
72,3072010,"Watson"
72,3072011,"Watson"
72,3072012,"Watson"
72,3072013,"Watson"
72,3072014,"Watson"
72,3072015,"Watson"
72,3072016,"Watson"
72,3072017,"Watson"
72,3072018,"Watson"
72,3072019,"Watson"
72,3072020,"Watson"
72,3072021,"Watson"
72,3072022,"Watson"
72,3072023,"Watson"
72,3072024,"Watson"
72,3072025,"Watson"
72,3072026,"Watson"
72,3072998,"Watson"
72,4072001,"Watson"
72,4072998,"Watson"
72,5072001,"Watson"
72,5072998,"Watson"
73,1073001,"Weston"
73,1073998,"Weston"
73,2073001,"Weston"
73,3073001,"Weston"
73,3073998,"Weston"
73,4073001,"Weston"
73,4073002,"Weston"
73,4073003,"Weston"
73,4073004,"Weston"
73,4073005,"Weston"
73,4073006,"Weston"
73,4073007,"Weston"
73,4073008,"Weston"
73,4073009,"Weston"
73,4073010,"Weston"
73,4073011,"Weston"
73,4073012,"Weston"
73,4073013,"Weston"
73,4073014,"Weston"
73,4073015,"Weston"
73,4073998,"Weston"
73,5073001,"Weston"
74,1074001,"Garran"
74,1074998,"Garran"
74,2074001,"Garran"
74,3074001,"Garran"
74,3074998,"Garran"
74,4074001,"Garran"
74,4074002,"Garran"
74,4074003,"Garran"
74,4074004,"Garran"
74,4074005,"Garran"
74,4074006,"Garran"
74,4074007,"Garran"
74,4074008,"Garran"
74,4074009,"Garran"
74,4074010,"Garran"
74,4074011,"Garran"
74,4074012,"Garran"
74,4074998,"Garran"
74,5074001,"Garran"
74,5074998,"Garran"
75,1075001,"Yarralumla"
75,1075998,"Yarralumla"
75,3075001,"Yarralumla"
75,3075002,"Yarralumla"
75,3075003,"Yarralumla"
75,3075004,"Yarralumla"
75,3075005,"Yarralumla"
75,3075006,"Yarralumla"
75,3075007,"Yarralumla"
75,3075008,"Yarralumla"
75,3075009,"Yarralumla"
75,3075010,"Yarralumla"
75,3075011,"Yarralumla"
75,3075012,"Yarralumla"
75,3075013,"Yarralumla"
75,3075014,"Yarralumla"
75,3075015,"Yarralumla"
75,3075998,"Yarralumla"
75,4075001,"Yarralumla"
75,4075998,"Yarralumla"
75,5075001,"Yarralumla"
75,5075998,"Yarralumla"
76,2076001,"Nicholls"
76,2076998,"Nicholls"
76,3076001,"Nicholls"
76,5076001,"Nicholls"
76,5076002,"Nicholls"
76,5076003,"Nicholls"
76,5076004,"Nicholls"
76,5076005,"Nicholls"
76,5076006,"Nicholls"
76,5076007,"Nicholls"
76,5076008,"Nicholls"
76,5076009,"Nicholls"
76,5076010,"Nicholls"
76,5076011,"Nicholls"
76,5076012,"Nicholls"
76,5076013,"Nicholls"
76,5076014,"Nicholls"
76,5076015,"Nicholls"
76,5076016,"Nicholls"
76,5076017,"Nicholls"
76,5076018,"Nicholls"
76,5076019,"Nicholls"
76,5076020,"Nicholls"
76,5076021,"Nicholls"
76,5076022,"Nicholls"
76,5076023,"Nicholls"
76,5076024,"Nicholls"
76,5076025,"Nicholls"
76,5076026,"Nicholls"
76,5076027,"Nicholls"
76,5076028,"Nicholls"
76,5076029,"Nicholls"
76,5076030,"Nicholls"
76,5076031,"Nicholls"
76,5076998,"Nicholls"
76,5076999,"Nicholls"
77,1077001,"Ngunnawal"
77,2077001,"Ngunnawal"
77,2077998,"Ngunnawal"
77,3077001,"Ngunnawal"
77,3077998,"Ngunnawal"
77,5077001,"Ngunnawal"
77,5077002,"Ngunnawal"
77,5077003,"Ngunnawal"
77,5077004,"Ngunnawal"
77,5077005,"Ngunnawal"
77,5077006,"Ngunnawal"
77,5077007,"Ngunnawal"
77,5077008,"Ngunnawal"
77,5077009,"Ngunnawal"
77,5077010,"Ngunnawal"
77,5077011,"Ngunnawal"
77,5077012,"Ngunnawal"
77,5077013,"Ngunnawal"
77,5077014,"Ngunnawal"
77,5077015,"Ngunnawal"
77,5077016,"Ngunnawal"
77,5077017,"Ngunnawal"
77,5077018,"Ngunnawal"
77,5077019,"Ngunnawal"
77,5077020,"Ngunnawal"
77,5077021,"Ngunnawal"
77,5077022,"Ngunnawal"
77,5077023,"Ngunnawal"
77,5077024,"Ngunnawal"
77,5077025,"Ngunnawal"
77,5077026,"Ngunnawal"
77,5077027,"Ngunnawal"
77,5077998,"Ngunnawal"
77,5077999,"Ngunnawal"
79,1079000,"Tuggeranong"
79,1079008,"Tuggeranong"
79,2079000,"Tuggeranong"
79,3079000,"Tuggeranong"
79,4079000,"Tuggeranong"
79,5079000,"Tuggeranong"
80,1080000,"Belconnen"
80,2080000,"Belconnen"
80,2080001,"Belconnen"
80,2080998,"Belconnen"
80,3080000,"Belconnen"
80,4080000,"Belconnen"
80,5080000,"Belconnen"
81,1081000,"Gungahlin"
81,2081000,"Gungahlin"
81,3081000,"Gungahlin"
81,4081000,"Gungahlin"
81,5081000,"Gungahlin"
81,5081001,"Gungahlin"
81,5081998,"Gungahlin"
81,5081999,"Gungahlin"
82,1082000,"Woden"
82,2082000,"Woden"
82,3082000,"Woden"
82,4082000,"Woden"
82,4082001,"Woden"
82,4082998,"Woden"
82,5082000,"Woden"
83,2083001,"Fraser"
83,2083002,"Fraser"
83,2083003,"Fraser"
83,2083004,"Fraser"
83,2083005,"Fraser"
83,2083006,"Fraser"
83,2083007,"Fraser"
83,2083008,"Fraser"
83,2083009,"Fraser"
83,2083010,"Fraser"
83,2083011,"Fraser"
83,2083012,"Fraser"
83,2083013,"Fraser"
83,2083014,"Fraser"
83,2083015,"Fraser"
83,2083016,"Fraser"
83,2083017,"Fraser"
83,2083018,"Fraser"
83,2083019,"Fraser"
83,2083020,"Fraser"
83,2083021,"Fraser"
83,2083022,"Fraser"
83,2083998,"Fraser"
83,2083999,"Fraser"
83,3083001,"Fraser"
83,3083998,"Fraser"
83,5083001,"Fraser"
83,5083998,"Fraser"
86,2086001,"Amaroo"
86,2086998,"Amaroo"
86,5086001,"Amaroo"
86,5086002,"Amaroo"
86,5086003,"Amaroo"
86,5086004,"Amaroo"
86,5086005,"Amaroo"
86,5086006,"Amaroo"
86,5086007,"Amaroo"
86,5086008,"Amaroo"
86,5086009,"Amaroo"
86,5086010,"Amaroo"
86,5086011,"Amaroo"
86,5086012,"Amaroo"
86,5086013,"Amaroo"
86,5086014,"Amaroo"
86,5086015,"Amaroo"
86,5086016,"Amaroo"
86,5086017,"Amaroo"
86,5086018,"Amaroo"
86,5086019,"Amaroo"
86,5086020,"Amaroo"
86,5086998,"Amaroo"
86,5086999,"Amaroo"
88,2088001,"Harrison"
88,2088998,"Harrison"
88,3088001,"Harrison"
88,4088001,"Harrison"
88,5088001,"Harrison"
88,5088002,"Harrison"
88,5088003,"Harrison"
88,5088004,"Harrison"
88,5088005,"Harrison"
88,5088006,"Harrison"
88,5088007,"Harrison"
88,5088008,"Harrison"
88,5088009,"Harrison"
88,5088010,"Harrison"
88,5088011,"Harrison"
88,5088012,"Harrison"
88,5088013,"Harrison"
88,5088014,"Harrison"
88,5088015,"Harrison"
88,5088016,"Harrison"
88,5088017,"Harrison"
88,5088018,"Harrison"
88,5088019,"Harrison"
88,5088020,"Harrison"
88,5088021,"Harrison"
88,5088998,"Harrison"
88,5088999,"Harrison"
89,2089001,"Charnwood North"
89,2089002,"Charnwood North"
89,2089003,"Charnwood North"
89,2089004,"Charnwood North"
89,2089005,"Charnwood North"
89,2089006,"Charnwood North"
89,2089998,"Charnwood North"
89,2089999,"Charnwood North"
89,5089001,"Charnwood North"
90,3090001,"Forde"
90,3090998,"Forde"
90,5090001,"Forde"
90,5090002,"Forde"
90,5090003,"Forde"
90,5090004,"Forde"
90,5090005,"Forde"
90,5090006,"Forde"
90,5090007,"Forde"
90,5090008,"Forde"
90,5090009,"Forde"
90,5090010,"Forde"
90,5090011,"Forde"
90,5090012,"Forde"
90,5090013,"Forde"
90,5090014,"Forde"
90,5090998,"Forde"
90,5090999,"Forde"
91,2091001,"Bruce East"
91,2091002,"Bruce East"
91,2091003,"Bruce East"
91,2091004,"Bruce East"
91,2091005,"Bruce East"
91,2091006,"Bruce East"
91,2091007,"Bruce East"
91,2091998,"Bruce East"
91,3091001,"Bruce East"
91,3091998,"Bruce East"
91,5091001,"Bruce East"
92,1092001,"Bonner"
92,2092001,"Bonner"
92,2092998,"Bonner"
92,3092001,"Bonner"
92,4092001,"Bonner"
92,5092001,"Bonner"
92,5092002,"Bonner"
92,5092003,"Bonner"
92,5092004,"Bonner"
92,5092005,"Bonner"
92,5092006,"Bonner"
92,5092007,"Bonner"
92,5092008,"Bonner"
92,5092009,"Bonner"
92,5092010,"Bonner"
92,5092011,"Bonner"
92,5092012,"Bonner"
92,5092013,"Bonner"
92,5092014,"Bonner"
92,5092015,"Bonner"
92,5092016,"Bonner"
92,5092017,"Bonner"
92,5092018,"Bonner"
92,5092019,"Bonner"
92,5092998,"Bonner"
92,5092999,"Bonner"
93,1093001,"Coombs"
93,1093998,"Coombs"
93,1093999,"Coombs"
93,2093001,"Coombs"
93,2093998,"Coombs"
93,3093001,"Coombs"
93,4093001,"Coombs"
93,4093002,"Coombs"
93,4093003,"Coombs"
93,4093004,"Coombs"
93,4093005,"Coombs"
93,4093006,"Coombs"
93,4093007,"Coombs"
93,4093008,"Coombs"
93,4093009,"Coombs"
93,4093010,"Coombs"
93,4093011,"Coombs"
93,4093012,"Coombs"
93,4093013,"Coombs"
93,4093014,"Coombs"
93,4093998,"Coombs"
93,4093999,"Coombs"
93,5093001,"Coombs"
93,5093998,"Coombs"
94,2094001,"Franklin"
94,2094998,"Franklin"
94,3094001,"Franklin"
94,3094998,"Franklin"
94,5094001,"Franklin"
94,5094002,"Franklin"
94,5094003,"Franklin"
94,5094004,"Franklin"
94,5094005,"Franklin"
94,5094006,"Franklin"
94,5094007,"Franklin"
94,5094008,"Franklin"
94,5094009,"Franklin"
94,5094010,"Franklin"
94,5094011,"Franklin"
94,5094998,"Franklin"
94,5094999,"Franklin"
95,1095000,"City East"
95,2095000,"City East"
95,3095000,"City East"
95,3095001,"City East"
95,3095998,"City East"
95,3095999,"City East"
95,4095000,"City East"
95,5095000,"City East"
100,1100001,"Mobiles"
100,1100002,"Mobiles"
100,1100998,"Mobiles"
100,1100999,"Mobiles"
100,2100001,"Mobiles"
100,2100002,"Mobiles"
100,2100003,"Mobiles"
100,2100004,"Mobiles"
100,2100998,"Mobiles"
100,2100999,"Mobiles"
100,3100001,"Mobiles"
100,3100002,"Mobiles"
100,3100003,"Mobiles"
100,3100004,"Mobiles"
100,3100998,"Mobiles"
100,3100999,"Mobiles"
100,4100001,"Mobiles"
100,4100002,"Mobiles"
100,4100003,"Mobiles"
100,4100004,"Mobiles"
100,4100998,"Mobiles"
100,4100999,"Mobiles"
100,5100001,"Mobiles"
100,5100998,"Mobiles"
100,5100999,"Mobiles"
103,1103000,"Belconnen (Pre-Poll)"
103,1103001,"Belconnen (Pre-Poll)"
103,1103998,"Belconnen (Pre-Poll)"
103,1103999,"Belconnen (Pre-Poll)"
103,2103000,"Belconnen (Pre-Poll)"
103,2103001,"Belconnen (Pre-Poll)"
103,2103002,"Belconnen (Pre-Poll)"
103,2103003,"Belconnen (Pre-Poll)"
103,2103004,"Belconnen (Pre-Poll)"
103,2103005,"Belconnen (Pre-Poll)"
103,2103006,"Belconnen (Pre-Poll)"
103,2103007,"Belconnen (Pre-Poll)"
103,2103008,"Belconnen (Pre-Poll)"
103,2103009,"Belconnen (Pre-Poll)"
103,2103010,"Belconnen (Pre-Poll)"
103,2103011,"Belconnen (Pre-Poll)"
103,2103012,"Belconnen (Pre-Poll)"
103,2103013,"Belconnen (Pre-Poll)"
103,2103014,"Belconnen (Pre-Poll)"
103,2103015,"Belconnen (Pre-Poll)"
103,2103016,"Belconnen (Pre-Poll)"
103,2103017,"Belconnen (Pre-Poll)"
103,2103018,"Belconnen (Pre-Poll)"
103,2103019,"Belconnen (Pre-Poll)"
103,2103020,"Belconnen (Pre-Poll)"
103,2103021,"Belconnen (Pre-Poll)"
103,2103998,"Belconnen (Pre-Poll)"
103,2103999,"Belconnen (Pre-Poll)"
103,3103000,"Belconnen (Pre-Poll)"
103,3103001,"Belconnen (Pre-Poll)"
103,3103002,"Belconnen (Pre-Poll)"
103,3103998,"Belconnen (Pre-Poll)"
103,4103000,"Belconnen (Pre-Poll)"
103,5103000,"Belconnen (Pre-Poll)"
103,5103001,"Belconnen (Pre-Poll)"
103,5103002,"Belconnen (Pre-Poll)"
103,5103003,"Belconnen (Pre-Poll)"
103,5103004,"Belconnen (Pre-Poll)"
103,5103005,"Belconnen (Pre-Poll)"
103,5103998,"Belconnen (Pre-Poll)"
103,5103999,"Belconnen (Pre-Poll)"
104,1104000,"City (Pre-Poll)"
104,1104001,"City (Pre-Poll)"
104,1104998,"City (Pre-Poll)"
104,2104000,"City (Pre-Poll)"
104,2104001,"City (Pre-Poll)"
104,2104998,"City (Pre-Poll)"
104,3104000,"City (Pre-Poll)"
104,3104001,"City (Pre-Poll)"
104,3104002,"City (Pre-Poll)"
104,3104003,"City (Pre-Poll)"
104,3104004,"City (Pre-Poll)"
104,3104005,"City (Pre-Poll)"
104,3104006,"City (Pre-Poll)"
104,3104007,"City (Pre-Poll)"
104,3104008,"City (Pre-Poll)"
104,3104998,"City (Pre-Poll)"
104,3104999,"City (Pre-Poll)"
104,4104000,"City (Pre-Poll)"
104,4104001,"City (Pre-Poll)"
104,4104998,"City (Pre-Poll)"
104,5104000,"City (Pre-Poll)"
104,5104001,"City (Pre-Poll)"
104,5104998,"City (Pre-Poll)"
104,5104999,"City (Pre-Poll)"
105,1105000,"Tuggeranong (Pre-Poll)"
105,1105001,"Tuggeranong (Pre-Poll)"
105,1105002,"Tuggeranong (Pre-Poll)"
105,1105003,"Tuggeranong (Pre-Poll)"
105,1105004,"Tuggeranong (Pre-Poll)"
105,1105005,"Tuggeranong (Pre-Poll)"
105,1105006,"Tuggeranong (Pre-Poll)"
105,1105007,"Tuggeranong (Pre-Poll)"
105,1105008,"Tuggeranong (Pre-Poll)"
105,1105009,"Tuggeranong (Pre-Poll)"
105,1105010,"Tuggeranong (Pre-Poll)"
105,1105011,"Tuggeranong (Pre-Poll)"
105,1105012,"Tuggeranong (Pre-Poll)"
105,1105013,"Tuggeranong (Pre-Poll)"
105,1105014,"Tuggeranong (Pre-Poll)"
105,1105015,"Tuggeranong (Pre-Poll)"
105,1105016,"Tuggeranong (Pre-Poll)"
105,1105017,"Tuggeranong (Pre-Poll)"
105,1105018,"Tuggeranong (Pre-Poll)"
105,1105019,"Tuggeranong (Pre-Poll)"
105,1105020,"Tuggeranong (Pre-Poll)"
105,1105021,"Tuggeranong (Pre-Poll)"
105,1105022,"Tuggeranong (Pre-Poll)"
105,1105023,"Tuggeranong (Pre-Poll)"
105,1105024,"Tuggeranong (Pre-Poll)"
105,1105025,"Tuggeranong (Pre-Poll)"
105,1105026,"Tuggeranong (Pre-Poll)"
105,1105027,"Tuggeranong (Pre-Poll)"
105,1105028,"Tuggeranong (Pre-Poll)"
105,1105029,"Tuggeranong (Pre-Poll)"
105,1105030,"Tuggeranong (Pre-Poll)"
105,1105031,"Tuggeranong (Pre-Poll)"
105,1105032,"Tuggeranong (Pre-Poll)"
105,1105998,"Tuggeranong (Pre-Poll)"
105,1105999,"Tuggeranong (Pre-Poll)"
105,2105000,"Tuggeranong (Pre-Poll)"
105,3105000,"Tuggeranong (Pre-Poll)"
105,3105001,"Tuggeranong (Pre-Poll)"
105,3105998,"Tuggeranong (Pre-Poll)"
105,4105000,"Tuggeranong (Pre-Poll)"
105,4105001,"Tuggeranong (Pre-Poll)"
105,4105002,"Tuggeranong (Pre-Poll)"
105,4105003,"Tuggeranong (Pre-Poll)"
105,4105004,"Tuggeranong (Pre-Poll)"
105,4105005,"Tuggeranong (Pre-Poll)"
105,4105006,"Tuggeranong (Pre-Poll)"
105,4105007,"Tuggeranong (Pre-Poll)"
105,4105008,"Tuggeranong (Pre-Poll)"
105,4105009,"Tuggeranong (Pre-Poll)"
105,4105998,"Tuggeranong (Pre-Poll)"
105,4105999,"Tuggeranong (Pre-Poll)"
105,5105000,"Tuggeranong (Pre-Poll)"
105,5105001,"Tuggeranong (Pre-Poll)"
105,5105998,"Tuggeranong (Pre-Poll)"
106,1106000,"Woden (Pre-Poll)"
106,1106001,"Woden (Pre-Poll)"
106,1106998,"Woden (Pre-Poll)"
106,2106000,"Woden (Pre-Poll)"
106,3106000,"Woden (Pre-Poll)"
106,3106001,"Woden (Pre-Poll)"
106,3106002,"Woden (Pre-Poll)"
106,3106003,"Woden (Pre-Poll)"
106,3106998,"Woden (Pre-Poll)"
106,4106000,"Woden (Pre-Poll)"
106,4106001,"Woden (Pre-Poll)"
106,4106002,"Woden (Pre-Poll)"
106,4106003,"Woden (Pre-Poll)"
106,4106004,"Woden (Pre-Poll)"
106,4106005,"Woden (Pre-Poll)"
106,4106006,"Woden (Pre-Poll)"
106,4106007,"Woden (Pre-Poll)"
106,4106008,"Woden (Pre-Poll)"
106,4106009,"Woden (Pre-Poll)"
106,4106010,"Woden (Pre-Poll)"
106,4106011,"Woden (Pre-Poll)"
106,4106012,"Woden (Pre-Poll)"
106,4106998,"Woden (Pre-Poll)"
106,5106000,"Woden (Pre-Poll)"
107,1107000,"City East (Pre-Poll)"
107,2107000,"City East (Pre-Poll)"
107,2107001,"City East (Pre-Poll)"
107,3107000,"City East (Pre-Poll)"
107,3107001,"City East (Pre-Poll)"
107,3107002,"City East (Pre-Poll)"
107,3107006,"City East (Pre-Poll)"
107,3107998,"City East (Pre-Poll)"
107,4107000,"City East (Pre-Poll)"
107,4107001,"City East (Pre-Poll)"
107,4107998,"City East (Pre-Poll)"
107,5107000,"City East (Pre-Poll)"
107,5107001,"City East (Pre-Poll)"
107,5107998,"City East (Pre-Poll)"
109,1109001,"Postal"
109,1109002,"Postal"
109,1109003,"Postal"
109,1109004,"Postal"
109,1109005,"Postal"
109,1109006,"Postal"
109,1109007,"Postal"
109,1109008,"Postal"
109,1109009,"Postal"
109,1109010,"Postal"
109,1109011,"Postal"
109,1109012,"Postal"
109,1109013,"Postal"
109,1109014,"Postal"
109,1109015,"Postal"
109,1109016,"Postal"
109,1109017,"Postal"
109,1109018,"Postal"
109,1109019,"Postal"
109,1109998,"Postal"
109,2109001,"Postal"
109,2109002,"Postal"
109,2109003,"Postal"
109,2109004,"Postal"
109,2109005,"Postal"
109,2109006,"Postal"
109,2109007,"Postal"
109,2109008,"Postal"
109,2109009,"Postal"
109,2109010,"Postal"
109,2109011,"Postal"
109,2109012,"Postal"
109,2109013,"Postal"
109,2109014,"Postal"
109,2109015,"Postal"
109,2109016,"Postal"
109,2109017,"Postal"
109,2109018,"Postal"
109,2109019,"Postal"
109,2109020,"Postal"
109,2109021,"Postal"
109,2109022,"Postal"
109,2109023,"Postal"
109,2109024,"Postal"
109,2109998,"Postal"
